user_tweet,,
You guys. I think Samsung is gonna shock the world and announce a new phone today. Can't be sure yet. But I'll be on site just in case.,,
"Today isn't my birthday or anything but I feel really happy to see a technological advancement. #AreWeThereYet
@SamsungMobileUS @SamsungMobile",,
@SamsungMobile  #Bixby making me look like a king translating my brother in law's birthday message to me from Filipino to English,,
@SamsungMobile Awesome!!! I look forward to it!!🤩 Thinking of going into a Galaxy this year😅😅,,
@SamsungMobile Hey @SamsungMobile .... Why do you have two different figures representing the same 'a' character? https://t.co/KOQVYZHnuH,,
"@SamsungMobile Excited to see what's dropping tomorrow. Birthdays the 12th and if the rumors are true, that S20 Ultra is 🔥🔥",,
anyone excited for samsung unpacked tomorrow?,,
Packing and clearing SD cards for @Samsung #Unpacked 🤷🏼‍♀️ Anyone have any idea what they could be announcing? 🤪😜🤓 https://t.co/FUknA7h6Zb,,
The @Samsung Unpacked event tomorrow got me hella excited,,
"@SamsungMobile Saw the commercial during the #oscars I can't wait, I want the details!!!",,
"ATM at SF For the Samsung Unpacked 2020 Super Hyped. The event will be started Tomorrow. at 11AM (Wednesday) / 3AM (Thursday) in the Philippines, Watch out!
@SamsungMobile https://t.co/1oGRYOa0Oe
Omg y’all see see that folding @SamsungMobile phone? 😮 #Oscars #AcademyAwards
@SamsungMobile Love my Galaxy won't settle for less🔥🔥
@SamsungMobile Can't wait https://t.co/wwGMhROULl
This @SamsungMobile flip phone is so smart it deserves its own Oscar. #Oscar2020
@SamsungMobile @Android This is awesome! Good job @SamsungMobile
@SamsungMobile @Android Can't wait to see the new 2020 Galaxy devices!
@SamsungMobile https://t.co/ZMQtmjGQCE
@SamsungMobile Were all ready to see history being made on 02/11
@SamsungMobile Cant wait for the new galaxy products 🙌🏽🙌🏽🙌🏽
@SamsungMobile I can't wait to upgrade.
@Dean83172108 @SamsungMobile Just jealous that Samsung actually interacts with their customers unlike apple 😜🤣
@Josh_Quinonez @SamsungSidney @SamsungRydah @SamsungGaryB82 @SamsungMobileUS @SamsungMobile This thread is killing me LMAO!!
@Android @SamsungMobile This is exciting news!
@SamsungMobile @DreamWolf250 Well not so much you as that Ben Geskin guy. 😉
Something exciting is just around the corner. See you at Unpacked"," @SamsungMobile: https://t.co/FU3iJCnf77 https://t.co/M9pGlfRQ26""",
"@SamsungMobile Can't wait for The 11th, it's almost here. I'll be watching the live stream from work.",,
@SamsungMobile 100x zoom + massive sensor+ good software= the best camara,,
@SamsungMobile So pumped to test this feature out!,,
@SamsungMobile So they showed how It folds,,
@SamsungMobile Nice. I have NO IDEA what it IS!,,
"Is it sad that I'm excited for @SamsungMobile  Galaxy event on the 11th? I can predict the iPhone12 already 😂. If you're still getting iphones, you need to stop kidding yourself with dated tech. https://t.co/9peOWcJEAp",,
@SamsungMobile S20 With 10 cameras ... we get it,,
@SamsungMobile I can't wait to see wuts new!,,
@SamsungMobile which I'm really waiting for in 2020. #SamsungEvent is always exciting!,,
@SamsungMobile 🙌,,
"@SamsungMobile Love Samsung! You are the best! If anyone wants an high quality android device, Samsung is IT! 😍😍😍🖤",,
@SamsungMobile 🤯🤯🤯,,
@SamsungMobile Can't wait to see it,,
"@SamsungMobile ah, yes.. my favorite brand of phone... glxy",,
"@SamsungMobile 11.2.20
Does it mean
11 to 20 (the series)???",,
@SamsungMobile https://t.co/YywItxNHt2,,
@SamsungMobile Looking forward to seeing this as I get to upgrade my phone in June,,
@SamsungMobile Always looking forward to see what you guys are going to do next. Recently got the s10 plus and its without a doubt the best phone I've had 👏,,
@SamsungMobile SO MUCH MYSTERY!!,,
@SamsungMobile I cant wait to see this!,,
@SamsungMobile That video has got some real American horror story - covenant vibes to it. I love it.,,
@SamsungMobile https://t.co/HGRrK3aMkE,,
@SamsungMobile Once a samsung always a samsung looking forward to seeing this,,
@SamsungMobile Counting the days 🙌,,
@SamsungMobile The future is here!!,,
@SamsungMobile G🟧l🔶xy,,
It's almost here... who's ready? #SamsungEvent #Unpacked https://t.co/fIeQxErVW3,,
@SamsungMobile https://t.co/uUopB2bWTx,,
@SamsungMobile Cant wait 😏🙌❤,,
@SamsungMobile 👀,,
@SamsungMobile Having a great experience with my note10+ 5g. Really excited to see what's next!!!,,
@SamsungMobile @Mattcabb @gemmacorrell I love these! So happy I got the #GalaxyNote10Plus 💙,,
@SamsungMobile @furrylittlpeach @Marco_Oggian @MarylouFaure These are clever!,,
@SamsungMobile Everything 😁,,
@SamsungMobile ❤️,,
"@SamsungMobile I'm sure my jaw dropped checking out the #samsunggalaxyflex features and specs.  I was a road warrior for a long time, and that would have been my weapon of choice, no doubt.  Great development and innovation, @SamsungMobile",,
@SamsungMobile https://t.co/Xg99SO4LlH,,
@SamsungMobile New Infinity 🤔🤔🤔,,
"@SamsungMobile I love this!!!!! I'm fully prepared on getting this as well!! He, he, he! 😃😃😀😀 😘 Love you Samsung!",,
@SamsungMobile Love the Folds!!! I'm buying the Fold in 2 months really looking forward to it,,
@SamsungMobile Wow this looks awesome man 😍😍😍😍😍😍😍😍😍😍😍😍😍  fold 2 Is coming 😍😍😍😍😍,,
@SamsungMobile Dark mode is really nice,,
@SamsungMobile It's gonna be a big thing,,
@SamsungMobile it's looks promising 😊,,
"@SamsungMobile Absolutely incredible! @SamsungMobile, you never cease to amaze me! Much❤",,
This looks way better than the first Fold Phone. 👍 https://t.co/Du0JzYRYhl,,
count' me in https://t.co/JLp3COUXz1,,
ABSOLUTELY AMAZING. https://t.co/0EWopim8X3,,
"Ok. Now we're talking future 😜
I love that Samsung keeps trying stuff like this https://t.co/69NYc8B5k1
As a person with tiny hands"," I'm loving the shift in #oneui2 to move touch interactions lower on the display. #SDC19""",
I like the call-out to “viewing area” vs “interaction area” in the One UI 2 video. Convenient for folding! https://t.co/KzueQ42FJf,,
@SamsungMobile Oh wow ! That fold though,,
@SamsungMobile https://t.co/r5jmyVYvD8,,
I so love this design system https://t.co/xZYB9x3BX8,,
Moving icons coming to One UI 2.0 that's so cool,,
@SamsungMobile This will be awesome!!!,,
Seduced 🖤🙌 https://t.co/33zg0KxUyv,,
Samsung's UI has improved so drastically over the past few years ❤️ https://t.co/le7ZhX6pxt,,
Foldables just got more awesome 🔥 https://t.co/QLqUffXSwA,,
Cool to experience #SDC19 today and now obsessed with Wireless PowerShare. Must have this in my life. https://t.co/FQkAkN832n,,
@SamsungMobile 👏🏾👏🏾👏🏾👏🏾👏🏾👏🏾,,
The @SamsungMobile's One UI 2 is unbeatable for Reachability and Simplicity. 😍😍😍😍,,
❤️ https://t.co/efP08XsLom,,
❤️❤️❤️ https://t.co/ivm6hlP2k9,,
That new Samsung One UI 2.0 looks pretty good!,,
"Wait, WHAT?! 
Just wait till 0:08. https://t.co/ciJvxq1Mhq",,
"Up until 00:08 seconds..  cool cool cool 
At 00:08 - Wait WHAT?! https://t.co/mY77jzhDEn",,
One UI 2 looks amazing at #SamsungEvent,,
@SamMobiles I looking forward to One UI 2 and S8 One UI 2.0 update 😍😍🙏,,
"#SDC19 I don't know why but I think DJ Koh is one of the coolest people.
(Maybe it's the name?) https://t.co/5aZzgWpGvn",,
Excited for my first @SamsungMobileUS #SDC19 tomorrow! https://t.co/QwArrvMhM7,,
@SamsungMobile wish I could go!,,
@SamsungMobile @barelysure Excited for more updates about One UI 2.0,,
@SamsungMobile @Microsoft Best collab ever.,,
@SamsungMobile @Microsoft Hype!!!,,
@welevelup Samsung finally gets new emoji designs in One UI 2,,
@SamsungMobile One UI 2.0 is pretty clean 👌,,
Finally received the OneUI2.0 for my #GalaxyS10 in India. Can't wait to try out the new gesture based navigation! https://t.co/CSP3tLJHar,,
@SamsungMobile @Mattcabb @Ketnipz @furrylittlpeach Loving all these awesome wallpapers for my #GalaxyNote10Plus 😍🔥❤,,
@SamsungMobile @theoddgirl18 @Mattcabb @Ketnipz @furrylittlpeach These are so awesome! ❤️ Dinos,,
@SamsungMobile @burnttoastcre8v @MarylouFaure @Marco_Oggian ⁦❤️⁩⁦❤️⁩⁦❤️⁩⁦❤️⁩⁦❤️⁩,,
@SamsungMobile @burnttoastcre8v @MarylouFaure @Marco_Oggian These are awesome!!,,
@SamsungMobile @MarylouFaure @burnttoastcre8v @MulgatheArtist magnificent,,
@SamsungMobile @MarylouFaure @burnttoastcre8v @MulgatheArtist Beautiful,,
@SamsungMobile so happy! This phone is absolutely amazing been using it for about 2 hours now best phone ever! https://t.co/l7fJS7PZwp,,
"@SamsungMobile That's great,taking tech and innovation to a whole new level",,
Couldn't have asked for a better scene #WithGalaxy #GalaxyNote10Plus #SamsungMembers #TeamGalaxy @SamsungMobileUS @SamsungMobile https://t.co/6e7wwjV5Gw,,
Just upgraded my phone to the @SamsungMobile Galaxy Note 10+ with 5G it will be here tomorrow so excited my first Samsung! I've always had Android but never a Samsung I'm super excited!,,
I'm trying my best to drain the battery on my @SamsungMobile #GalaxyNote10Plus and so far it's not working out! #AllDayBattery,,
24hrs later and I'm down to 23%on my note10plus. This phone is a beast @SamsungMobile @verizon #note10plus,,
@SamsungMobile 👍👍👍👍👍👍👍👍👍😃😃😃,,
This Note 10+ @SamsungMobile got me feeling like I never loved my iPhone @Apple !!!!!,,
Really thinking of getting rid of my iphone completely and switching to the Note 10. It’s so pretty! 😍 @SamsungMobile #Note10,,
Can't stop looking at it 😍 #GalaxyNote10Plus @SamsungMobile https://t.co/pCqhLNlzLW,,
I actually did it. I made the switch. @SamsungMobile Galaxy Note 10+ in Aura Glow! 🤩 https://t.co/JVXYq8T5HM,,
The @SamsungMobile #Note10Plus looks amazing! I think I might switch from iPhone soon. Dex is kinda what’s winning me over.,,
For the love of things! 😩😜 #Note10Plus @SamsungMobile @SamsungMobileSA https://t.co/NB3YDJtWq2,,
This @SamsungMobile Note 10+ is absolute 🔥🔥,,
@AdamJMatlock @SamsungMobile I am very happy with the Note10+. I feel it was definitely worth upgrading from my Note9. The camera system is absolutely awesome and the camera cutout does not bother my experience watching videos at all. Samsung nailed it.,,
"@SamsungMobile #Note10Plus looks so good... 
Still rockin’ the iPhone X, but I am bout due for an upgrade 👀",,
"The more I use the #GalaxyNote10Plus , the more I fall in love with it. The power, the performance, the screen... It makes content creation a dream. The cameras are so good. There's a reason I stick with @SamsungMobile devices for my videos, &amp; the Note 10 Plus doesn't disappoint.",,
Can't wait to get my note 10. Then I'm getting my silver Galaxy buds! 🤑 @SamsungMobile,,
@SamsungMobile #GalaxyNote10 https://t.co/fY5QzlaqtX,,
@SamsungMobile @gemmacorrell @furrylittlpeach @Ketnipz This is actually so cool!,,
@SamsungMobile Finally we are together my love. #GalaxyNote10 https://t.co/IGq06FnxRC,,
"Got myself the Samsung Note 10. Honestly feels absolutely amazing.
- Tweet sent from said new phone (Samsung Note 10)
@SamsungMobile",,
Finally had the opportunity to setup and switch over to the @SamsungMobile Galaxy Note 10+! #Note10Plus https://t.co/O3v2uV8dFQ,,
"😍😍😍
IT'S SO PRETTY
@SamsungMobile https://t.co/5HeWYXtHgb",,
@SamsungMobile  That #GalaxyNote10 looking reaaaaallllllllll good. 📱,,
"Wow, gotta love the new Note 10 Plus, great job @SamsungMobile keep it up!",,
"@SamsungMobile Two days with my Note 10 plus and I freaking love it!! Thank you, Samsung!",,
"@SamsungMobileSA Truly amazing smartphone from @SamsungMobile 
Perfect choice for #interiordesigner or #architect",,
@SamsungMobile Well here's mine https://t.co/jNuhQ6v15V,,
@SamsungMobile @IfLexCouldFly looks dope. I like the chrome color,,
@SamsungMobile 😍😍😍😍,,
Well done @SamsungMobile this camera is insane! #GalaxyNote10 🥰 https://t.co/flKWHzIm9Z,,
@SamsungMobile I love my Note 10 +💖💖💖Best phone ever🤳,,
And I've recieved my @SamsungMobile note10 plus aura glow😄,,
@SamsungMobile  loving the new note 10+  great phone  📱,,
P.s can I just say. @SamsungMobile have done an absolutely amazing job with the Note10+5G. I'm soooooo in love 😍,,
Just got my Note 10+ @SamsungMobile I'm truly impressed like always with every #Samsung device!🙌 #samsunggalaxynote10,,
"@SamsungMobile Out of all the Samsung Notes, I really like the Samsung Note 10 the most! Good job Samsung!👍 #SamsungGalaxyNote10Plus #Samsung #goodjob",,
Just preordered @SamsungMobile #GalaxyNote10Plus5G I’m pretty pumped to finally get away from my iPhone 6+ haha,,
Look what just arrived! #Samsung #Note10Plus #SamsungGalaxy #FromaSamsungGalaxyFarFarAway #SoPretty🌈 @SamsungMobile @SamsungMobileUS https://t.co/uPYDf2N7LV,,
"Goodbye @Apple XS Max and watch. Welcome @SamsungMobile Note 10+.
The big switch happened. ✌️",,
This new note 10+ is amazing @SamsungMobile https://t.co/dAqOMcBU6T,,
Pre-ordered my note 10+ a couple hours ago. September 10th can not come soon enough 😍 @SamsungMobile,,
@SamsungMobile @MulgatheArtist @Ketnipz @Mattcabb @gemmacorrell I salute you... https://t.co/bk6FZS9Gwo,,
The next level power. @SamsungMobile https://t.co/E7ZzRFtscO,,
@Samsung @SamsungMobile My new note 10+ wil be here Wed!!!! 😍😍😍😍,,
@SamsungMobile @MulgatheArtist @Ketnipz @Mattcabb @gemmacorrell Wallpapers for Note 10?,,
@SamsungMobileUS Super excited for my Note 10 plus to arrive this week. This is going to be a great phone! Good job @SamsungMobile,,
Pre-ordered my @SamsungMobile #GalaxyNote10Plus can't wait for it to arrive. #Upgrade,,
@SamsungMobile wish I could have the phone already lol. I have never pre-ordered a phone before because of who I am as a person so I am pretty excited. https://t.co/bP1n6PEcGO,,
@SamsungMobile Note 10 Plus ordered from @EE on #5G plan,,
"@Samsung @SamsungMobile S Pen All features of Air Actions
Totally psyched about #GalaxyNote10’s #SPen",,
"I have a note 9 but the note 10 is stealong my heart right now.""",,
Can’t wait for #GalaxyNote10’s #FastProcessor a grt handset..nd superb features in this phone..,,
Can’t wait for #GalaxyNote10’s #FastProcessor I'm waiting for The new galaxy Note 10 Hope it arrives soon in the market seriously can't wait to buy it.,,
